No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code,,,
8150,TRD2022090204820,Binong,15811,Kagungan Rahayu,34613,5,8,SIUNT,,,
8151,TRD2022090204840,Binong,15811,Kakaskasen,95418,7,10,SIUNT,,,
8152,TRD2022090204900,Binong,15811,Kakaskasen,95418,7,10,SIUNT,,,
8153,TRD2022090204915,Binong,15811,Kalampa,84171,7,10,SIUNT,,,
8154,TRD2022090204750,Binong,15811,Kale Komara,92221,7,9,SIUNT,,,
8155,TRD2022090205073,Binong,15811,Kalembu Kuni,87217,5,8,SIUNT,,,
8156,TRD2022090205011,Binong,15811,Kaligondo,68465,2,3,SIUNT,,,
8157,TRD2022090204837,Binong,15811,Kaliputu,59312,2,3,SIUNT,,,
8158,TRD2022090204816,Binong,15811,Kamasi,95442,7,10,SIUNT,,,
8159,TRD2022090204917,Binong,15811,Kampung Baru,75558,12,15,SIUNT,,,
8160,TRD2022090205128,Binong,15811,Kampung Besar Kota,29312,4,7,SIUNT,,,
8161,TRD2022090204963,Binong,15811,Kampung Jawa,95433,7,10,SIUNT,,,
8162,TRD2022090205085,Binong,15811,Kaplonganlor,45283,3,6,SIUNT,,,
8163,TRD2022090204778,Binong,15811,Kapuk,14470,1,2,SIUNT,,,
8164,TRD2022090204768,Binong,15811,Karanganyar,68291,3,6,SIUNT,,,
8165,TRD2022090204716,Binong,15811,Karang Anyar Pantai,77111,1,4,SIUNT,,,
8166,TRD2022090204961,Binong,15811,Karang Anyar Pantai,77111,1,4,SIUNT,,,
8167,TRD2022090204974,Binong,15811,Karangsambung,17540,1,2,SIUNT,,,
8168,TRD2022090204919,Binong,15811,Karangsewu,55661,3,6,SIUNT,,,
8169,TRD2022090204846,Binong,15811,Karang Tunggal,74355,9,11,SIUNT,,,
8170,TRD2022090204790,Binong,15811,Karang Tunggal,75572,7,10,SIUNT,,,
8171,TRD2022090204853,Binong,15811,Karawang Kulon,41311,1,2,SIUNT,,,
8172,TRD2022090205017,Binong,15811,Kasoloang,91574,7,9,SIUNT,,,
8173,TRD2022090204732,Binong,15811,Kassa,91253,5,7,SIUNT,,,
8174,TRD2022090205096,Binong,15811,Katobengke,93724,9,11,SIUNT,,,
8175,TRD2022090205012,Binong,15811,Katurai/Katurei,25393,5,9,SIUNT,,,
8176,TRD2022090204928,Binong,15811,Kawatuna,94233,2,4,SIUNT,,,
8177,TRD2022090204788,Binong,15811,Kayu Agung,15520,1,2,SIUNT,,,
8178,TRD2022090205071,Binong,15811,Kayu Manis,13130,1,2,SIUNT,,,
8179,TRD2022090204849,Binong,15811,Kayu Manis,13130,1,2,SIUNT,,,
8180,TRD2022090204785,Binong,15811,Kayu Putih,85228,3,5,SIUNT,,,
8181,TRD2022090204784,Binong,15811,Kebonan,67356,3,6,SIUNT,,,
8182,TRD2022090204913,Binong,15811,Kebon Bawang,14320,1,2,SIUNT,,,
8183,TRD2022090204713,Binong,15811,Kebon Bawang,14320,1,2,SIUNT,,,
8184,TRD2022090204958,Binong,15811,Kebotohan,67151,2,3,SIUNT,,,
8185,TRD2022090204970,Binong,15811,Kedungsumur,61275,1,2,SIUNT,,,
8186,TRD2022090205002,Binong,15811,Keladen,76261,12,15,SIUNT,,,
8187,TRD2022090204775,Binong,15811,Kelapa Gading Barat,14240,1,2,SIUNT,,,
8188,TRD2022090204870,Binong,15811,Kembang Kuning,71419,5,8,SIUNT,,,
8189,TRD2022090204932,Binong,15811,Kendit Liang,22251,5,9,SIUNT,,,
8190,TRD2022090204968,Binong,15811,Keramas,80581,5,9,SIUNT,,,
8191,TRD2022090204969,Binong,15811,Kiri Tana (Kiritana),87114,12,15,SIUNT,,,
8192,TRD2022090205062,Binong,15811,Kisaran Naga,21219,6,8,SIUNT,,,
8193,TRD2022090205036,Binong,15811,Kolosua,93353,9,11,SIUNT,,,
8194,TRD2022090204758,Binong,15811,Koromatantu,94971,9,11,SIUNT,,,
8195,TRD2022090204911,Binong,15811,Kota Matsum II,20215,1,3,SIUNT,,,
8196,TRD2022090204812,Binong,15811,Kota Praja,38767,5,9,SIUNT,,,
8197,TRD2022090204843,Binong,15811,Kraton,61262,1,2,SIUNT,,,
8198,TRD2022090204918,Binong,15811,Krukut,16514,1,2,SIUNT,,,
8199,TRD2022090205053,Binong,15811,Kuala Secapah,78914,5,8,SIUNT,,,
8200,TRD2022090204831,Binong,15811,Kuanino,85119,3,5,SIUNT,,,
8201,TRD2022090204967,Binong,15811,Kubang Jaya,42172,3,6,SIUNT,,,
8202,TRD2022090205054,Binong,15811,Kuripan,59566,3,6,SIUNT,,,
8203,TRD2022090204975,Binong,15811,Kuripan,59566,3,6,SIUNT,,,
8204,TRD2022090205110,Binong,15811,Kurnia Jaya,33512,8,10,SIUNT,,,
8205,TRD2022090205046,Binong,15811,Labuhan Ijuk,84381,7,10,SIUNT,,,
8206,TRD2022090204810,Binong,15811,Lahang Tengah,29282,12,15,SIUNT,,,
8207,TRD2022090204743,Binong,15811,Lalodati,93115,2,4,SIUNT,,,
8208,TRD2022090205029,Binong,15811,Langensari,40376,1,2,SIUNT,,,
8209,TRD2022090204777,Binong,15811,Langko,83554,7,10,SIUNT,,,
8210,TRD2022090204938,Binong,15811,Lapa Daya,69474,3,6,SIUNT,,,
8211,TRD2022090205056,Binong,15811,Lariang,91571,5,7,SIUNT,,,
8212,TRD2022090204984,Binong,15811,Lateri,97231,2,3,SIUNT,,,
8213,TRD2022090205061,Binong,15811,Lateri,97231,2,3,SIUNT,,,
8214,TRD2022090204782,Binong,15811,Lempongsari,50614,3,6,SIUNT,,,
8215,TRD2022090205057,Binong,15811,Lengkong Karya,15310,1,2,SIUNT,,,
8216,TRD2022090204960,Binong,15811,Lenteng Agung,12630,1,2,SIUNT,,,
8217,TRD2022090205069,Binong,15811,Lodtunduh,80582,5,9,SIUNT,,,
8218,TRD2022090205045,Binong,15811,Lok Bahu,75125,2,4,SIUNT,,,
8219,TRD2022090204916,Binong,15811,Loleng,75561,9,12,SIUNT,,,
8220,TRD2022090204869,Binong,15811,Lolo,76251,5,8,SIUNT,,,
8221,TRD2022090204792,Binong,15811,Lopang,62282,3,6,SIUNT,,,
8222,TRD2022090205080,Binong,15811,Lubuk Basung,26451,4,7,SIUNT,,,
8223,TRD2022090204978,Binong,15811,Majasetra,40293,1,2,SIUNT,,,
8224,TRD2022090205005,Binong,15811,Makalonsouw,95612,7,10,SIUNT,,,
8225,TRD2022090204876,Binong,15811,Manggala,79672,5,8,SIUNT,,,
8226,TRD2022090204729,Binong,15811,Mangkio Baru,94711,7,9,SIUNT,,,
8227,TRD2022090204895,Binong,15811,Margahayu Utara,40214,1,2,SIUNT,,,
8228,TRD2022090204751,Binong,15811,Margajaya,16116,1,2,SIUNT,,,
8229,TRD2022090204863,Binong,15811,Margajaya,16116,1,2,SIUNT,,,
8230,TRD2022090204735,Binong,15811,Marindal Dua,20361,7,11,SIUNT,,,
8231,TRD2022090204903,Binong,15811,Masebewa,86153,12,15,SIUNT,,,
8232,TRD2022090205077,Binong,15811,Mataiyang,84455,9,12,SIUNT,,,
8233,TRD2022090204773,Binong,15811,Matang Lurus,71661,7,10,SIUNT,,,
8234,TRD2022090204783,Binong,15811,Mataram Timur,83121,4,5,SIUNT,,,
8235,TRD2022090204813,Binong,15811,Mayang Mangurai,36129,2,3,SIUNT,,,
8236,TRD2022090204796,Binong,15811,Medan Sinembah,20362,4,7,SIUNT,,,
8237,TRD2022090204909,Binong,15811,Medan Tenggara,20228,1,3,SIUNT,,,
8238,TRD2022090204712,Binong,15811,Mekarsari,40552,1,2,SIUNT,,,
8239,TRD2022090204908,Binong,15811,Mekarsari,42281,3,6,SIUNT,,,
8240,TRD2022090204865,Binong,15811,Mekikis,64154,2,4,SIUNT,,,
8241,TRD2022090204741,Binong,15811,Melai,93727,9,11,SIUNT,,,
8242,TRD2022090204742,Binong,15811,Melasu Baru,77482,12,14,SIUNT,,,
8243,TRD2022090205072,Binong,15811,Minomartani,55581,1,2,SIUNT,,,
8244,TRD2022090204856,Binong,15811,Mojosari,65163,2,3,SIUNT,,,
8245,TRD2022090204845,Binong,15811,Mokel Morid,86572,12,15,SIUNT,,,
8246,TRD2022090205105,Binong,15811,Mondoteko,59219,3,6,SIUNT,,,
8247,TRD2022090204770,Binong,15811,Motoboi Besar,95719,5,8,SIUNT,,,
8248,TRD2022090204841,Binong,15811,Muara Pagatan Tengah,72273,7,10,SIUNT,,,
8249,TRD2022090204906,Binong,15811,Mulyasari,43285,3,6,SIUNT,,,
8250,TRD2022090204730,Binong,15811,Mulyodadi,55764,1,2,SIUNT,,,
8251,TRD2022090204921,Binong,15811,Murung Keramat,73512,9,11,SIUNT,,,
8252,TRD2022090204889,Binong,15811,Nagasari,41314,1,2,SIUNT,,,
8253,TRD2022090205007,Binong,15811,Nambuhan,58114,2,3,SIUNT,,,
8254,TRD2022090204823,Binong,15811,Namu Gajah,20136,1,3,SIUNT,,,
8255,TRD2022090205084,Binong,15811,Namu Gajah,20136,1,3,SIUNT,,,
8256,TRD2022090205060,Binong,15811,Neusu Aceh,23244,1,3,SIUNT,,,
8257,TRD2022090204842,Binong,15811,Neusu Aceh,23244,1,3,SIUNT,,,
8258,TRD2022090204992,Binong,15811,Ngepoh,67271,2,3,SIUNT,,,
8259,TRD2022090205058,Binong,15811,Nogotirto,55264,1,2,SIUNT,,,
8260,TRD2022090204877,Binong,15811,Nyur Lembang,83371,7,10,SIUNT,,,
8261,TRD2022090205021,Binong,15811,Padang Kamburi,91993,5,7,SIUNT,,,
8262,TRD2022090205121,Binong,15811,Padang Maninjau,21455,5,9,SIUNT,,,
8263,TRD2022090205076,Binong,15811,Pagutan,83361,7,10,SIUNT,,,
8264,TRD2022090204722,Binong,15811,Pakis,68419,2,3,SIUNT,,,
8265,TRD2022090205068,Binong,15811,Pakis,62371,3,6,SIUNT,,,
8266,TRD2022090205074,Binong,15811,Pakisan,68272,2,3,SIUNT,,,
8267,TRD2022090205125,Binong,15811,Pal Lima,78114,3,5,SIUNT,,,
8268,TRD2022090204818,Binong,15811,Pampang,90231,2,3,SIUNT,,,
8269,TRD2022090205081,Binong,15811,Pancakarya,68175,3,6,SIUNT,,,
8270,TRD2022090204986,Binong,15811,Pancoran Mas,16436,1,2,SIUNT,,,
8271,TRD2022090204745,Binong,15811,Pancoran Mas,16436,1,2,SIUNT,,,
8272,TRD2022090204832,Binong,15811,Pancuran Bambu,22535,4,7,SIUNT,,,
8273,TRD2022090204898,Binong,15811,Pandan Blole,61453,3,6,SIUNT,,,
8274,TRD2022090204995,Binong,15811,Pandeyan,57375,3,6,SIUNT,,,
8275,TRD2022090204740,Binong,15811,Panjer,80113,1,3,SIUNT,,,
8276,TRD2022090205022,Binong,15811,Panjer,64175,2,4,SIUNT,,,
8277,TRD2022090205078,Binong,15811,Panjer,80113,1,3,SIUNT,,,
8278,TRD2022090204885,Binong,15811,Panjer,80113,1,3,SIUNT,,,
8279,TRD2022090204747,Binong,15811,Panjer,80225,1,3,SIUNT,,,
8280,TRD2022090204819,Binong,15811,Panjer,80225,1,3,SIUNT,,,
8281,TRD2022090204976,Binong,15811,Pardomuan,22395,7,11,SIUNT,,,
8282,TRD2022090204979,Binong,15811,Parigi,15227,1,2,SIUNT,,,
8283,TRD2022090205055,Binong,15811,Paron,63253,3,6,SIUNT,,,
8284,TRD2022090204759,Binong,15811,Pasawahan,44151,3,6,SIUNT,,,
8285,TRD2022090204888,Binong,15811,Payung Sekaki,28558,5,9,SIUNT,,,
8286,TRD2022090204927,Binong,15811,Pegandikan (Pegantikan),42183,1,2,SIUNT,,,
8287,TRD2022090205079,Binong,15811,Peken Belayu,82181,5,9,SIUNT,,,
8288,TRD2022090204861,Binong,15811,Pelaju Baru,72161,7,10,SIUNT,,,
8289,TRD2022090204905,Binong,15811,Pelalan,91952,7,9,SIUNT,,,
8290,TRD2022090205014,Binong,15811,Pelita Jaya,31611,2,4,SIUNT,,,
8291,TRD2022090204793,Binong,15811,Pematang Pulai/Pule,36381,5,9,SIUNT,,,
8292,TRD2022090205075,Binong,15811,Pemecutan,80232,1,3,SIUNT,,,
8293,TRD2022090205024,Binong,15811,Pemecutan,80231,1,3,SIUNT,,,
8294,TRD2022090204801,Binong,15811,Pengadegan,12770,1,2,SIUNT,,,
8295,TRD2022090204945,Binong,15811,Pengadegan,12770,1,2,SIUNT,,,
8296,TRD2022090204872,Binong,15811,Perhentianmarpoyan,28125,1,3,SIUNT,,,
8297,TRD2022090205026,Binong,15811,Perjuangan,22873,12,15,SIUNT,,,
8298,TRD2022090204953,Binong,15811,Prenggan,55163,1,2,SIUNT,,,
8299,TRD2022090204875,Binong,15811,Prenggan,55163,1,2,SIUNT,,,
8300,TRD2022090204776,Binong,15811,Prenggan,55163,1,2,SIUNT,,,
8301,TRD2022090204925,Binong,15811,Prenggan,55163,1,2,SIUNT,,,
8302,TRD2022090204763,Binong,15811,Pucuksari,51355,3,6,SIUNT,,,
8303,TRD2022090205112,Binong,15811,Purwo Asri,34117,2,4,SIUNT,,,
8304,TRD2022090204857,Binong,15811,Ragajaya,16920,1,2,SIUNT,,,
8305,TRD2022090204787,Binong,15811,Ragajaya,16920,1,2,SIUNT,,,
8306,TRD2022090204998,Binong,15811,Ranai Darat,29783,12,15,SIUNT,,,
8307,TRD2022090204949,Binong,15811,Rapak Lambur,75511,5,8,SIUNT,,,
8308,TRD2022090204739,Binong,15811,Renah Kasak,37163,12,15,SIUNT,,,
8309,TRD2022090205013,Binong,15811,Riwa,71663,7,10,SIUNT,,,
8310,TRD2022090205034,Binong,15811,Sala Tiga,79355,7,10,SIUNT,,,
8311,TRD2022090205040,Binong,15811,Salibabu Utara,95871,7,10,SIUNT,,,
8312,TRD2022090204904,Binong,15811,Sari Mekar,81119,5,9,SIUNT,,,
8313,TRD2022090205010,Binong,15811,Sari Mekar,81119,5,9,SIUNT,,,
8314,TRD2022090205086,Binong,15811,Sario Kotabaru,95115,1,3,SIUNT,,,
8315,TRD2022090204822,Binong,15811,Sario Kotabaru,95115,1,3,SIUNT,,,
8316,TRD2022090204893,Binong,15811,Sario Kotabaru,95115,1,3,SIUNT,,,
8317,TRD2022090204828,Binong,15811,Sarotari,86219,5,8,SIUNT,,,
8318,TRD2022090204965,Binong,15811,Satui Barat,72275,7,10,SIUNT,,,
8319,TRD2022090204803,Binong,15811,Satui Barat,72275,7,10,SIUNT,,,
8320,TRD2022090205122,Binong,15811,Satui Barat,72275,7,10,SIUNT,,,
8321,TRD2022090204731,Binong,15811,Sawah Tengah,69254,3,6,SIUNT,,,
8322,TRD2022090204982,Binong,15811,Sayang Sayang,83239,4,5,SIUNT,,,
8323,TRD2022090204774,Binong,15811,Sayang Sayang,83239,4,5,SIUNT,,,
8324,TRD2022090205118,Binong,15811,Sei Kerah Hilir II,20233,1,3,SIUNT,,,
8325,TRD2022090205116,Binong,15811,Sei Kopas,21262,5,9,SIUNT,,,
8326,TRD2022090205126,Binong,15811,Sei/Sungai Apung,21474,5,9,SIUNT,,,
8327,TRD2022090205059,Binong,15811,Sei/Sungai Mata Mata,78853,7,10,SIUNT,,,
8328,TRD2022090204941,Binong,15811,Sei/Sungai Melawen,74184,9,11,SIUNT,,,
8329,TRD2022090205108,Binong,15811,Sei/Sungai Rotan,36554,7,11,SIUNT,,,
8330,TRD2022090205016,Binong,15811,Selalong,79582,5,8,SIUNT,,,
8331,TRD2022090205070,Binong,15811,Selingsing,33562,7,10,SIUNT,,,
8332,TRD2022090205031,Binong,15811,Selumit Pantai,77113,1,4,SIUNT,,,
8333,TRD2022090205063,Binong,15811,Sembuluh I (Satu),74261,9,11,SIUNT,,,
8334,TRD2022090204988,Binong,15811,Sendangadi,55285,1,2,SIUNT,,,
8335,TRD2022090205127,Binong,15811,Sentul,16810,1,2,SIUNT,,,
8336,TRD2022090204806,Binong,15811,Setiamekar,17111,1,2,SIUNT,,,
8337,TRD2022090205041,Binong,15811,Setiamekar,17111,1,2,SIUNT,,,
8338,TRD2022090205025,Binong,15811,Seuneubok Pangou,24458,3,6,SIUNT,,,
8339,TRD2022090205083,Binong,15811,Sidodadi,56373,3,6,SIUNT,,,
8340,TRD2022090204753,Binong,15811,Sidomukti,28382,5,9,SIUNT,,,
8341,TRD2022090204817,Binong,15811,Sidomulyo,75555,10,12,SIUNT,,,
8342,TRD2022090205050,Binong,15811,Silian Tengah,95998,9,12,SIUNT,,,
8343,TRD2022090204746,Binong,15811,Simongagrok,61354,1,2,SIUNT,,,
8344,TRD2022090204844,Binong,15811,Sinarrancang,45173,1,2,SIUNT,,,
8345,TRD2022090205039,Binong,15811,Sindulang Satu,95239,1,3,SIUNT,,,
8346,TRD2022090204738,Binong,15811,Sindulang Satu,95239,1,3,SIUNT,,,
8347,TRD2022090205037,Binong,15811,Singorojo,59465,3,6,SIUNT,,,
8348,TRD2022090204887,Binong,15811,Sipange Julu,22774,5,9,SIUNT,,,
8349,TRD2022090204855,Binong,15811,Sipange Julu,22774,5,9,SIUNT,,,
8350,TRD2022090204802,Binong,15811,Situraja Utara,45371,3,6,SIUNT,,,
8351,TRD2022090204825,Binong,15811,Skow Mabo (Skouw Mabo ),99351,4,6,SIUNT,,,
8352,TRD2022090204910,Binong,15811,Skow Mabo (Skouw Mabo ),99351,4,6,SIUNT,,,
8353,TRD2022090204748,Binong,15811,Srawung,57262,3,6,SIUNT,,,
8354,TRD2022090204950,Binong,15811,Sukaharja,78813,7,10,SIUNT,,,
8355,TRD2022090205015,Binong,15811,Sukajawa,35151,1,2,SIUNT,,,
8356,TRD2022090205008,Binong,15811,Suka Maju,20719,4,7,SIUNT,,,
8357,TRD2022090204719,Binong,15811,Sukasari,17530,1,2,SIUNT,,,
8358,TRD2022090205044,Binong,15811,Sukasari,17530,1,2,SIUNT,,,
8359,TRD2022090205020,Binong,15811,Sukasari,15118,1,2,SIUNT,,,
8360,TRD2022090204977,Binong,15811,Sukasari,15118,1,2,SIUNT,,,
8361,TRD2022090204811,Binong,15811,Sukasari,17530,1,2,SIUNT,,,
8362,TRD2022090204807,Binong,15811,Sumber Makmur,73553,9,11,SIUNT,,,
8363,TRD2022090204942,Binong,15811,Sumur Batu,10640,1,2,SIUNT,,,
8364,TRD2022090204786,Binong,15811,Sumur Dewa,38229,1,2,SIUNT,,,
8365,TRD2022090204922,Binong,15811,Sungai Nangka,76114,1,4,SIUNT,,,
8366,TRD2022090204756,Binong,15811,Sungai Nyamuk,77483,10,12,SIUNT,,,
8367,TRD2022090204827,Binong,15811,Talaga Tumoagu,95764,7,10,SIUNT,,,
8368,TRD2022090204892,Binong,15811,Talang Tengah,38375,7,11,SIUNT,,,
8369,TRD2022090205101,Binong,15811,Tanah Merah,85361,7,12,SIUNT,,,
8370,TRD2022090204881,Binong,15811,Tanah Raja,97713,2,4,SIUNT,,,
8371,TRD2022090204765,Binong,15811,Tanah Raja,97713,2,4,SIUNT,,,
8372,TRD2022090205003,Binong,15811,Tani Harapan,75391,7,10,SIUNT,,,
8373,TRD2022090205130,Binong,15811,Tani Harapan,75391,7,10,SIUNT,,,
8374,TRD2022090204937,Binong,15811,Tanjung Betung I,38956,7,11,SIUNT,,,
8375,TRD2022090204721,Binong,15811,Tanjung Enim,31711,2,4,SIUNT,,,
8376,TRD2022090204762,Binong,15811,Tanjung Kramat,96111,3,4,SIUNT,,,
8377,TRD2022090205092,Binong,15811,Tanjung Penyembal,28826,5,9,SIUNT,,,
8378,TRD2022090205104,Binong,15811,Tanjung Selor Ilir/Hilir,77212,8,10,SIUNT,,,
8379,TRD2022090204993,Binong,15811,Tapakih/Tapakis,25572,5,9,SIUNT,,,
8380,TRD2022090204815,Binong,15811,Tatelu Satu,95373,7,10,SIUNT,,,
8381,TRD2022090205119,Binong,15811,Tebangan Lebak/Lembak,75618,7,9,SIUNT,,,
8382,TRD2022090204821,Binong,15811,Telok Selong,70618,7,10,SIUNT,,,
8383,TRD2022090204720,Binong,15811,Teluk Kapuas,78124,3,5,SIUNT,,,
8384,TRD2022090204926,Binong,15811,Telukkulbi,36555,5,9,SIUNT,,,
8385,TRD2022090204907,Binong,15811,Timbulun,27571,5,9,SIUNT,,,
8386,TRD2022090205004,Binong,15811,Tlogomas,65144,1,2,SIUNT,,,
8387,TRD2022090204780,Binong,15811,Tolotio,96251,9,11,SIUNT,,,
8388,TRD2022090205109,Binong,15811,Tolotoyon,95775,7,10,SIUNT,,,
8389,TRD2022090205090,Binong,15811,Tombulilato,96585,7,9,SIUNT,,,
8390,TRD2022090204985,Binong,15811,Triharjo,55761,1,2,SIUNT,,,
8391,TRD2022090205065,Binong,15811,Tri Manunggal,28464,4,6,SIUNT,,,
8392,TRD2022090204983,Binong,15811,Tri Manunggal,28464,4,6,SIUNT,,,
8393,TRD2022090204962,Binong,15811,Tri Manunggal,28464,4,6,SIUNT,,,
8394,TRD2022090204946,Binong,15811,Tubajeng,92152,7,9,SIUNT,,,
8395,TRD2022090204779,Binong,15811,Wae Wako,86753,12,15,SIUNT,,,
8396,TRD2022090204718,Binong,15811,Wana Sari,75655,5,7,SIUNT,,,
8397,TRD2022090204944,Binong,15811,Wangunharja,40391,1,2,SIUNT,,,
8398,TRD2022090204886,Binong,15811,Warung Muncang,40222,1,2,SIUNT,,,
8399,TRD2022090204754,Binong,15811,Wedoro,61256,1,2,SIUNT,,,
8400,TRD2022090204973,Binong,15811,West Cengkareng,11730,1,2,SIUNT,,,
8401,TRD2022090204899,Binong,15811,Wundupopi,93116,2,4,SIUNT,,,
8402,TRD2022090205632,Kali Rungkut,60119,13 Ilir,30123,3,4,SIUNT,,,
8403,TRD2022090205348,Kali Rungkut,60119,1 Ulu,30257,3,4,SIUNT,,,
8404,TRD2022090205698,Kali Rungkut,60119,24 Ilir,30127,3,4,SIUNT,,,
8405,TRD2022090205258,Kali Rungkut,60119,5 Ulu,30267,3,4,SIUNT,,,
8406,TRD2022090205442,Kali Rungkut,60119,Abbanuange,90871,5,7,SIUNT,,,
8407,TRD2022090205518,Kali Rungkut,60119,Abianbase,80515,5,7,SIUNT,,,
8408,TRD2022090205441,Kali Rungkut,60119,Abianbase,80515,5,7,SIUNT,,,
8409,TRD2022090205445,Kali Rungkut,60119,Abianbase,80515,5,7,SIUNT,,,
8410,TRD2022090205718,Kali Rungkut,60119,Adiraja,53271,4,6,SIUNT,,,
8411,TRD2022090205457,Kali Rungkut,60119,Aia Bangih,26573,9,12,SIUNT,,,
8412,TRD2022090205271,Kali Rungkut,60119,Airlangga,60286,1,2,SIUNT,,,
8413,TRD2022090205754,Kali Rungkut,60119,Akacipong,93773,11,13,SIUNT,,,
8414,TRD2022090205278,Kali Rungkut,60119,Alue Baroh,24393,6,8,SIUNT,,,
8415,TRD2022090205162,Kali Rungkut,60119,Ambarjaya,43356,2,3,SIUNT,,,
8416,TRD2022090205338,Kali Rungkut,60119,Ampel,60151,1,2,SIUNT,,,
8417,TRD2022090205293,Kali Rungkut,60119,Ampenan Selatan,83114,3,5,SIUNT,,,
8418,TRD2022090205358,Kali Rungkut,60119,Ampenan Selatan,83114,3,5,SIUNT,,,
8419,TRD2022090205234,Kali Rungkut,60119,Ampenan Selatan,83114,3,5,SIUNT,,,
8420,TRD2022090205210,Kali Rungkut,60119,Anaiwoi,93118,3,4,SIUNT,,,
8421,TRD2022090205316,Kali Rungkut,60119,Ancol,14430,1,2,SIUNT,,,
8422,TRD2022090205173,Kali Rungkut,60119,Anggrung,20152,2,4,SIUNT,,,
8423,TRD2022090205729,Kali Rungkut,60119,Angke,11330,1,2,SIUNT,,,
8424,TRD2022090205700,Kali Rungkut,60119,Antang,90234,2,3,SIUNT,,,
8425,TRD2022090205199,Kali Rungkut,60119,Antapani Tengah,40291,2,3,SIUNT,,,
8426,TRD2022090205147,Kali Rungkut,60119,Aplasi,85614,7,9,SIUNT,,,
8427,TRD2022090205168,Kali Rungkut,60119,Ardirejo,68321,4,6,SIUNT,,,
8428,TRD2022090205540,Kali Rungkut,60119,Asam Kumbang,20133,2,4,SIUNT,,,
8429,TRD2022090205177,Kali Rungkut,60119,Asem Rowo,60182,1,2,SIUNT,,,
8430,TRD2022090205211,Kali Rungkut,60119,Asem Rowo,60182,1,2,SIUNT,,,
8431,TRD2022090205203,Kali Rungkut,60119,Atakkae,90915,7,9,SIUNT,,,
8432,TRD2022090205396,Kali Rungkut,60119,Atep,95694,7,10,SIUNT,,,
8433,TRD2022090205215,Kali Rungkut,60119,Ateuk Jawo,23245,5,6,SIUNT,,,
8434,TRD2022090205655,Kali Rungkut,60119,Aur Gading,37481,7,10,SIUNT,,,
8435,TRD2022090205600,Kali Rungkut,60119,Aur Kuning,26131,6,8,SIUNT,,,
8436,TRD2022090205737,Kali Rungkut,60119,Aur Kuning,26131,6,8,SIUNT,,,
8437,TRD2022090205306,Kali Rungkut,60119,Babakankaret,43211,4,5,SIUNT,,,
8438,TRD2022090205279,Kali Rungkut,60119,Babura Sunggal,20121,2,4,SIUNT,,,
8439,TRD2022090205312,Kali Rungkut,60119,Baciro,55225,1,2,SIUNT,,,
8440,TRD2022090205263,Kali Rungkut,60119,Bada,84211,7,9,SIUNT,,,
8441,TRD2022090205198,Kali Rungkut,60119,Bada,84211,7,9,SIUNT,,,
8442,TRD2022090205541,Kali Rungkut,60119,Bada,84211,7,9,SIUNT,,,
8443,TRD2022090205781,Kali Rungkut,60119,Bada,84211,7,9,SIUNT,,,
8444,TRD2022090205538,Kali Rungkut,60119,Bada,84211,7,9,SIUNT,,,
8445,TRD2022090205514,Kali Rungkut,60119,Bagelen,20634,7,10,SIUNT,,,
8446,TRD2022090205218,Kali Rungkut,60119,Bahomakmur,94974,9,11,SIUNT,,,
8447,TRD2022090205414,Kali Rungkut,60119,Bakulan,57362,4,6,SIUNT,,,
8448,TRD2022090205400,Kali Rungkut,60119,Bakunase Dua,85116,4,6,SIUNT,,,
8449,TRD2022090205644,Kali Rungkut,60119,Bakunase Dua,85116,4,6,SIUNT,,,
8450,TRD2022090205403,Kali Rungkut,60119,Balai Baru,26212,6,8,SIUNT,,,
8451,TRD2022090205355,Kali Rungkut,60119,Balam Sempurna Kota,28992,7,10,SIUNT,,,
8452,TRD2022090205225,Kali Rungkut,60119,Balam Sempurna Kota,28992,7,10,SIUNT,,,
8453,TRD2022090205578,Kali Rungkut,60119,Balandete,93517,10,11,SIUNT,,,
8454,TRD2022090205501,Kali Rungkut,60119,Balandete,93517,10,11,SIUNT,,,
8455,TRD2022090205369,Kali Rungkut,60119,Bale Kambang,13530,1,2,SIUNT,,,
8456,TRD2022090205753,Kali Rungkut,60119,Bali Mester,13310,1,2,SIUNT,,,
8457,TRD2022090205595,Kali Rungkut,60119,Bali Mester,13310,1,2,SIUNT,,,
8458,TRD2022090205611,Kali Rungkut,60119,Baloi Permai,29431,3,4,SIUNT,,,
8459,TRD2022090205620,Kali Rungkut,60119,Baloi Permai,29431,3,4,SIUNT,,,
8460,TRD2022090205406,Kali Rungkut,60119,Bambu Apus,15415,1,2,SIUNT,,,
8461,TRD2022090205523,Kali Rungkut,60119,Bambu Apus,13890,1,2,SIUNT,,,
8462,TRD2022090205270,Kali Rungkut,60119,Bambu Apus,15415,1,2,SIUNT,,,
8463,TRD2022090205381,Kali Rungkut,60119,Bambu Apus,13890,1,2,SIUNT,,,
8464,TRD2022090205419,Kali Rungkut,60119,Bancarkembar,53121,4,6,SIUNT,,,
8465,TRD2022090205437,Kali Rungkut,60119,Bandarharjo,50175,2,3,SIUNT,,,
8466,TRD2022090205188,Kali Rungkut,60119,Bandarharjo,50175,2,3,SIUNT,,,
8467,TRD2022090205682,Kali Rungkut,60119,Bandar Utama,20613,6,8,SIUNT,,,
