No,shipment_order_no,logistic_name,origin_postal_code,destination_postal_code,awb_number,rate_code,min_sla_api,max_sla_api
7411,TRD2023012306097,JNE,45556,98357,2534902300042510,REG23,,
7413,TRD2023012306125,JNE,45556,98357,2534902300042361,REG23,,
7414,TRD2023012306132,JNE,45556,98311,2534902300041942,REG23,,
7432,TRD2023012306425,JNE,45556,98311,2534902300042932,REG23,,
7459,TRD2023012404647,JNE,17148,98364,0733272300113726,REG23,,
7483,TRD2023012405200,JNE,17148,98364,0733272300115655,REG23,,
7493,TRD2023012406088,JNE,17148,98364,0733272300116349,REG23,,
7519,TRD2023012503813,JNE,45556,98364,2534902300045869,REG23,,
7530,TRD2023012504019,JNE,45556,98364,2534902300046123,REG23,,
7536,TRD2023012504169,JNE,45556,98357,2534902300046883,REG23,,
7575,TRD2023012506531,JNE,45556,98364,2534902300052584,REG23,,
7683,TRD2023012704044,JNE,45556,98364,2534902300056296,REG23,,
7719,TRD2023012705168,JNE,11450,98364,0136932300066553,REG23,,
7739,TRD2023012803004,JNE,45556,98364,2534902300058391,REG23,,
7769,TRD2023012804882,JNE,17148,98311,0733272300126736,REG23,,
7781,TRD2023012804960,JNE,17148,98357,0733272300127494,REG23,,
7790,TRD2023012805043,JNE,17148,98364,0733272300128500,REG23,,
7795,TRD2023013005946,JNE,45556,98364,2534902300059886,REG23,,
7796,TRD2023013006014,JNE,17148,98311,0733272300132064,REG23,,
7830,TRD2023013007261,JNE,45556,98364,2534902300061148,REG23,,
7834,TRD2023013007321,JNE,45556,98364,2534902300061296,REG23,,
7835,TRD2023013007324,JNE,45556,98357,2534902300061353,REG23,,
7892,TRD2023013008764,JNE,17148,98311,0733272300136958,REG23,,
7897,TRD2023013009418,JNE,17148,98364,0733272300138293,REG23,,
7903,TRD2023013009472,JNE,17148,98311,0733272300137931,REG23,,
7967,TRD2023013106756,JNE,17148,98364,0733272300144838,REG23,,
8003,TRD2023020104075,JNE,45556,98364,2534902300064639,REG23,,
8004,TRD2023020104086,JNE,45556,98364,2534902300064878,REG23,,
8042,TRD2023020106253,JNE,17148,98364,0733272300149498,REG23,,
8043,TRD2023020106270,JNE,17148,98364,0733272300149563,REG23,,
8048,TRD2023020106301,JNE,17148,98364,0733272300149928,REG23,,
8076,TRD2023020204126,JNE,45556,98357,2534902300067087,REG23,,
8096,TRD2023020204584,JNE,45556,98311,2534902300067970,REG23,,
8134,TRD2023020304117,JNE,45556,98357,2534902300068788,REG23,,
8135,TRD2023020304144,JNE,45556,98357,2534902300068895,REG23,,
8165,TRD2023020305951,JNE,45556,98315,2534902300070768,REG23,,
8181,TRD2023020306510,JNE,45556,98364,2534902300071907,REG23,,
8198,TRD2023020402525,JNE,45556,98357,2534902300072632,REG23,,
8199,TRD2023020402530,JNE,45556,98364,2534902300072764,REG23,,
8241,TRD2023020403893,JNE,45556,98357,2534902300074216,REG23,,
8372,TRD2023020608816,JNE,45556,98364,2534902300079835,REG23,,
8424,TRD2023020704412,JNE,45556,98364,2534902300081245,REG23,,
8453,TRD2023020706047,JNE,17148,98364,0733272300176749,REG23,,
8510,TRD2023020809720,JNE,45556,98357,2534902300084629,REG23,,
8547,TRD2023020903917,JNE,17148,98357,0733272300181160,REG23,,
8548,TRD2023020903954,JNE,45556,98357,2534902300085782,REG23,,
8563,TRD2023020904560,JNE,45556,98364,2534902300086624,REG23,,
8570,TRD2023020905506,JNE,45556,98311,2534902300087432,REG23,,
8571,TRD2023020905511,JNE,45556,98364,2534902300087283,REG23,,
8573,TRD2023020905513,JNE,45556,98357,2534902300087424,REG23,,
8615,TRD2023021003453,JNE,45556,98315,2534902300087978,REG23,,
8616,TRD2023021003456,JNE,45556,98364,2534902300087937,REG23,,
8661,TRD2023021004330,JNE,45556,98315,2534902300088687,REG23,,
8664,TRD2023021004740,JNE,17148,98315,0733272300187696,REG23,,
8735,TRD2023021103849,JNE,17148,98315,0733272300189908,REG23,,
8778,TRD2023021104201,JNE,45556,98364,2534902300090774,REG23,,
8876,TRD2023021306129,JNE,45556,98315,2534902300092481,REG23,,
8879,TRD2023021306161,JNE,45556,98315,2534902300092895,REG23,,
8930,TRD2023021307230,JNE,45556,98357,2534902300093976,REG23,,
8980,TRD2023021307809,JNE,11450,98315,0136932300119600,REG23,,
8986,TRD2023021308075,JNE,45556,98315,2534902300094743,REG23,,
8987,TRD2023021308080,JNE,45556,98315,2534902300094859,REG23,,
9024,TRD2023021309573,JNE,17148,98315,0733272300197760,REG23,,
9031,TRD2023021309639,JNE,17148,98315,0733272300198388,REG23,,
9170,TRD2023021406812,JNE,17148,98315,0733272300203139,REG23,,
9222,TRD2023021504223,JNE,45556,98364,2534902300097894,REG23,,
9258,TRD2023021505315,JNE,17148,98364,0733272300205761,REG23,,
9273,TRD2023021505735,JNE,45556,98364,2534902300098934,REG23,,
9333,TRD2023021603816,JNE,45556,98357,2534902300099601,REG23,,
9358,TRD2023021603998,JNE,45556,98364,2534902300100383,REG23,,
9360,TRD2023021604249,JNE,45556,98315,2534902300100524,REG23,,
9455,TRD2023021703421,JNE,45556,98357,2534902300101670,REG23,,
9501,TRD2023021705444,JNE,45556,98357,2534902300102827,REG23,,
9503,TRD2023021705454,JNE,45556,98315,2534902300103064,REG23,,
9511,TRD2023021706150,JNE,17148,98315,0733272300215265,REG23,,
9537,TRD2023021802120,JNE,17148,98364,0733272300216933,REG23,,
9571,TRD2023021802798,JNE,45556,98364,2534902300103528,REG23,,
9575,TRD2023021802827,JNE,45556,98315,2534902300103908,REG23,,
9653,TRD2023022009393,JNE,17148,98364,0733272300221172,REG23,,
9718,TRD2023022010355,JNE,45556,98357,2534902300106406,REG23,,
9724,TRD2023022010407,JNE,45556,98357,2534902300106505,REG23,,
9848,TRD2023022104607,JNE,45556,98315,2534902300108469,REG23,,
9980,TRD2023022204555,JNE,45556,98364,2534902300110713,REG23,,
10108,TRD2023022305584,JNE,17148,98315,0733272300238333,REG23,,
10315,TRD2023022505010,JNE,17148,98364,0733272300247292,REG23,,
10318,TRD2023022505031,JNE,17148,98315,0733272300247524,REG23,,
10401,TRD2023022506120,JNE,17148,98315,0733272300249967,REG23,,
10488,TRD2023022707620,JNE,17148,98357,0733272300252441,REG23,,
10506,TRD2023022708252,JNE,17148,98315,0733272300253415,REG23,,
10517,TRD2023022710815,JNE,17148,98315,0733272300259917,REG23,,
10675,TRD2023022714095,JNE,17148,98364,0733272300266474,REG23,,
10690,TRD2023022714151,JNE,17148,98315,0733272300266987,REG23,,
10758,TRD2023022805913,JNE,17148,98357,0733272300269924,REG23,,
10764,TRD2023022805958,JNE,17148,98364,0733272300271573,REG23,,
10770,TRD2023022805995,JNE,17148,98364,0733272300271474,REG23,,
10884,TRD2023030105422,JNE,17148,98364,0733272300275640,REG23,,
10894,TRD2023030105492,JNE,17148,98364,0733272300275806,REG23,,
10971,TRD2023030106426,JNE,11450,98315,0136932300179281,REG23,,
11019,TRD2023030107696,JNE,17148,98315,0733272300282141,REG23,,
11063,TRD2023030205953,JNE,61253,60256,6833602300003368,REG23,,
11117,TRD2023030208191,JNE,45556,98357,2534902300117601,REG23,,
11122,TRD2023030208230,JNE,17148,98315,0733272300287017,REG23,,
11202,TRD2023030209455,JNE,17148,98315,0733272300289955,REG23,,
11282,TRD2023030307136,JNE,17148,98364,0733272300291480,REG23,,
11285,TRD2023030307141,JNE,17148,98364,0733272300291530,REG23,,
11294,TRD2023030307177,JNE,17148,98315,0733272300291902,REG23,,
11323,TRD2023030307423,JNE,17148,98361,0733272300293510,REG23,,
11362,TRD2023030308781,JNE,17148,98364,0733272300295689,REG23,,
11367,TRD2023030308814,JNE,17148,98364,0733272300296554,REG23,,
11406,TRD2023030405386,JNE,17148,98364,0733272300297305,REG23,,
11580,TRD2023030609276,JNE,11450,98364,0136932300193183,REG23,,
11604,TRD2023030609836,JNE,17148,98357,0733272300303822,REG23,,
11623,TRD2023030609937,JNE,17148,98364,0733272300304465,REG23,,
11731,TRD2023030706306,JNE,17148,98315,0733272300309043,REG23,,
11761,TRD2023030706555,JNE,61253,60197,6833602300005942,REG23,,
11799,TRD2023030708048,JNE,17148,98315,0733272300312674,REG23,,
11806,TRD2023030708076,JNE,17148,98364,0733272300313086,REG23,,
11824,TRD2023030805386,JNE,61253,61256,6833602300006296,REG23,,
11845,TRD2023030805632,JNE,17148,98364,0733272300314175,REG23,,
11893,TRD2023030807675,JNE,17148,98364,0733272300315669,REG23,,
11922,TRD2023030907413,JNE,17148,98315,0733272300316899,REG23,,
11931,TRD2023030907501,JNE,17148,98364,0733272300317343,REG23,,
11940,TRD2023030907662,JNE,61253,60113,6833602300006981,REG23,,
11941,TRD2023030907668,JNE,61253,60294,6833602300007013,REG23,,
11982,TRD2023030908269,JNE,17148,98364,0733272300318622,REG23,,
12020,TRD2023030908634,JNE,17148,98364,0733272300319554,REG23,,
12055,TRD2023031006612,JNE,61253,60179,6833602300007260,REG23,,
12078,TRD2023031006837,JNE,17148,98357,0733272300321295,REG23,,
12212,TRD2023031106125,JNE,17148,98315,0733272300325189,REG23,,
12241,TRD2023031107247,JNE,17148,98315,0733272300326211,REG23,,
12247,TRD2023031107666,JNE,61253,61256,6833602300008417,REG23,,
12262,TRD2023031308471,JNE,17148,98315,0733272300329090,REG23,,
12322,TRD2023031309943,JNE,61253,61256,6833602300008805,REG23,,
12336,TRD2023031310136,JNE,61253,60127,6833602300009480,REG23,,
12337,TRD2023031310142,JNE,61253,68485,6833602300009100,REG23,,
12344,TRD2023031310340,JNE,17148,98357,0733272300331203,REG23,,
12347,TRD2023031310351,JNE,17148,98357,0733272300331252,REG23,,
12349,TRD2023031310356,JNE,17148,98315,0733272300331054,REG23,,
12377,TRD2023031310616,JNE,17148,98364,0733272300331898,REG23,,
12433,TRD2023031311782,JNE,17148,98364,0733272300334215,REG23,,
12434,TRD2023031311793,JNE,17148,98315,0733272300334447,REG23,,
12436,TRD2023031311797,JNE,17148,98364,0733272300334439,REG23,,
12482,TRD2023031405394,JNE,17148,98364,0733272300336152,REG23,,
12486,TRD2023031405435,JNE,17148,98315,0733272300336467,REG23,,
12494,TRD2023031405481,JNE,17148,98357,0733272300336616,REG23,,
12517,TRD2023031405823,JNE,11450,98364,0136932300208536,REG23,,
12529,TRD2023031405863,JNE,11450,98364,0136932300208791,REG23,,
12607,TRD2023031512585,JNE,45556,98364,2534902300124201,REG23,,
12632,TRD2023031512974,JNE,61253,61256,6833602300011049,REG23,,
12661,TRD2023031513381,JNE,17148,98315,0733272300341558,REG23,,
12691,TRD2023031513885,JNE,17148,98364,0733272300341996,REG23,,
12739,TRD2023031605147,JNE,17148,98364,0733272300344305,REG23,,
12795,TRD2023031606218,JNE,11450,98364,0136932300211092,REG23,,
12808,TRD2023031606467,JNE,17148,98364,0733272300345724,REG23,,
13350,TRD2023040804599,JNE,45556,98364,2534902300139035,REG23,,
13364,TRD2023041202329,JNE,17148,98364,0733272300370680,REG23,,
13370,TRD2023050508549,JNE,17148,98364,0733272300372892,REG23,,
