No,shipment_order_no,awb_number,weight,origin_subdistrict,origin_postal_code,destination_subdistrict,destination_postal_code,rate_code
886,TRD2022112601891,4727892200005753,1,Rintis,28155,Kota Baru,28114,CTC23
887,TRD2022112801790,0930842200007516,1,Sukodadi,30154,Talang Semut,30136,CTC23
888,TRD2022112803220,0930842200009348,1,Sukodadi,30154,36 Ilir,30147,CTC23
889,TRD2022112803935,0434532200015020,1,Timbang Deli,20148,Besar,20251,CTC23
890,TRD2022112901342,4727892200007973,1,Rintis,28155,Tanah Merah,28284,CTC23
891,TRD2022120101064,0930842200011104,1,Sukodadi,30154,Sukodadi,30154,CTC23
892,TRD2022120101169,4727892200009896,1,Rintis,28155,Kampung Bandar,28153,CTC23
893,TRD2022120201231,0930842200012193,1,Sukodadi,30154,Talang Semut,30136,CTC23
894,TRD2022120301421,4727892200011538,1,Rintis,28155,Kota Baru,28114,CTC23
895,TRD2022120301499,0930842200013381,1,Sukodadi,30154,13 Ilir,30123,CTC23
896,TRD2022120501707,0434532200020848,1,A M P L A S,20148,Besar,20251,CTC23
897,TRD2022120501789,4727892200012064,1,Rintis,28155,Tanah Merah,28284,CTC23
898,TRD2022120502039,0930842200014017,1,Sukodadi,30154,Sukodadi,30154,CTC23
899,TRD2022120502110,0930842200014421,1,Sukodadi,30154,5 Ulu,30267,CTC23
900,TRD2022120502205,4727892200012668,1,Rintis,28155,Tanah Merah,28284,CTC23
901,TRD2022120502223,4727892200012700,1,Rintis,28155,Tanah Merah,28284,CTC23
902,TRD2022120601622,0434532200022919,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
903,TRD2022120601731,0930842200015782,1,Sukodadi,30154,36 Ilir,30147,CTC23
904,TRD2022120701735,0434532200023990,1,A M P L A S,20148,Gaharu,20235,CTC23
905,TRD2022120802093,4727892200017055,1,Rintis,28155,Sungai Sibam,28292,CTC23
906,TRD2022120802206,4727892200017352,1,Rintis,28155,Muara Fajar,28267,CTC23
907,TRD2022120804171,0733272201172839,1,Pekayon Jaya,17148,Harapanmulya,17143,CTC23
908,TRD2022121203426,0434532200027397,1,A M P L A S,20148,Gaharu,20235,CTC23
909,TRD2022121204174,0434532200027801,1,A M P L A S,20148,Amplas,20229,CTC23
910,TRD2022121204551,4727892200019630,1,Rintis,28155,Tengkerang Timur,28131,CTC23
911,TRD2022121303090,0434532200028759,1,A M P L A S,20148,Amplas,20229,CTC23
912,TRD2022121303540,0434532200028882,1,A M P L A S,20148,Deli Tua,20144,CTC23
913,TRD2022121402578,0434532200029740,1,A M P L A S,20148,Tanjung Sari,20132,CTC23
914,TRD2022121402677,4727892200021081,1,Rintis,28155,Sungai Sibam,28292,CTC23
915,TRD2022121602262,0532932200009364,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
916,TRD2022121602553,4727892200022295,1,Rintis,28155,Harjosari,28122,CTC23
917,TRD2022121602597,0930842200021780,1,Sukodadi,30154,Komperta,30268,CTC23
918,TRD2022121702531,0532932200010073,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
919,TRD2022121702603,0434532200031910,1,A M P L A S,20148,Amplas,20229,CTC23
920,TRD2022121702801,4727892200023509,1,Rintis,28155,Muara Fajar,28267,CTC23
921,TRD2022121906606,0532932200011006,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
922,TRD2022121906638,0532932200011394,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
923,TRD2022121906930,4727892200023673,1,Rintis,28155,Tanah Merah,28284,CTC23
924,TRD2022121907197,0930842200023257,1,Sukodadi,30154,13 Ilir,30123,CTC23
925,TRD2022122002857,0434532200034369,1,A M P L A S,20148,Gaharu,20235,CTC23
926,TRD2022122002892,0930842200024263,1,Sukodadi,30154,Talang Semut,30136,CTC23
927,TRD2022122202456,4727892200025934,1,Rintis,28155,Kota Baru,28114,CTC23
928,TRD2022122303517,0532932200013812,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
929,TRD2022122303597,0434532200036018,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
930,TRD2022122303664,0930842200025682,1,Sukodadi,30154,16 Ulu,30117,CTC23
931,TRD2022122403588,0434532200036711,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
932,TRD2022122403617,0434532200037016,1,A M P L A S,20148,Deli Tua,20144,CTC23
933,TRD2022122403620,0434532200036927,1,A M P L A S,20148,Deli Tua,20144,CTC23
934,TRD2022122604613,0532932200016005,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
935,TRD2022122604768,0434532200037719,1,A M P L A S,20148,Gaharu,20235,CTC23
936,TRD2022122604818,4727892200027658,1,Rintis,28155,Harjosari,28122,CTC23
937,TRD2022122604990,0434532200037917,1,A M P L A S,20148,Deli Tua,20144,CTC23
938,TRD2022122605081,0434532200038659,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
939,TRD2022122704121,0930842200028025,1,Sukodadi,30154,Komperta,30268,CTC23
940,TRD2022122704494,4727892200029308,1,Rintis,28155,Sungai Sibam,28292,CTC23
941,TRD2022122804111,4727892200030561,1,Rintis,28155,Sungai Sibam,28292,CTC23
942,TRD2022122904396,0532932200019330,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
943,TRD2022122904508,0434532200043097,1,A M P L A S,20148,Gaharu,20235,CTC23
944,TRD2022122904580,0434532200043287,1,A M P L A S,20148,Amplas,20229,CTC23
945,TRD2022122904627,0930842200030005,1,Sukodadi,30154,24 Ilir,30127,CTC23
946,TRD2022122904715,0930842200031102,1,Sukodadi,30154,Sekip Jaya,30114,CTC23
947,TRD2022123004678,0434532200043659,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
948,TRD2022123005091,4727892200032948,1,Rintis,28155,Sungai Sibam,28292,CTC23
949,TRD2022123105580,0930842200032654,1,Sukodadi,30154,Talang Semut,30136,CTC23
950,TRD2022123105596,0434532200045225,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
951,TRD2022123105604,0434532200045290,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
952,TRD2022123105652,0434532200045787,1,A M P L A S,20148,Amplas,20229,CTC23
953,TRD2022123105787,0930842200033181,1,Sukodadi,30154,Sekip Jaya,30114,CTC23
954,TRD2022123105904,4727892200034316,1,Rintis,28155,Tanah Merah,28284,CTC23
955,TRD2023010207528,0532932300001600,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
956,TRD2023010207614,0434532300000229,1,A M P L A S,20148,Amplas,20229,CTC23
957,TRD2023010207634,0434532300000518,1,A M P L A S,20148,Deli Tua,20144,CTC23
958,TRD2023010207754,0434532300001235,1,A M P L A S,20148,Gaharu,20235,CTC23
959,TRD2023010207840,0434532300002076,1,A M P L A S,20148,Gaharu,20235,CTC23
960,TRD2023010305815,0930842300003407,1,Sukodadi,30154,Sukodadi,30154,CTC23
961,TRD2023010306443,4727892300003567,1,Rintis,28155,Tanah Merah,28284,CTC23
962,TRD2023010306476,4727892300003906,1,Rintis,28155,Tanah Merah,28284,CTC23
963,TRD2023010404698,0930842300003944,1,Sukodadi,30154,Talang Semut,30136,CTC23
964,TRD2023010404808,0930842300005030,1,Sukodadi,30154,Komperta,30268,CTC23
965,TRD2023010404898,4727892300004615,1,Rintis,28155,Tanah Merah,28284,CTC23
966,TRD2023010404927,4727892300004854,1,Rintis,28155,Muara Fajar,28267,CTC23
967,TRD2023010405230,0434532300002902,1,A M P L A S,20148,Gaharu,20235,CTC23
968,TRD2023010405282,0434532300003306,1,A M P L A S,20148,Gaharu,20235,CTC23
969,TRD2023010405323,0434532300003793,1,A M P L A S,20148,Amplas,20229,CTC23
970,TRD2023010505338,4727892300006578,1,Rintis,28155,Kampung Bandar,28153,CTC23
971,TRD2023010512104,0733272300030615,1,Pekayon Jaya,17148,Jatikarya,17435,CTC23
972,TRD2023010604016,0434532300005970,1,A M P L A S,20148,Belawan Bahari,20414,CTC23
973,TRD2023010604069,0434532300006374,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
974,TRD2023010604072,0434532300006838,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
975,TRD2023010604211,4727892300007717,1,Rintis,28155,Sungai Sibam,28292,CTC23
976,TRD2023010705311,0434532300007570,1,A M P L A S,20148,Besar,20251,CTC23
977,TRD2023010705384,0532932300008316,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
978,TRD2023010705538,0434532300007919,1,A M P L A S,20148,Belawan Bahari,20414,CTC23
979,TRD2023010705819,4727892300008970,1,Rintis,28155,Sungai Sibam,28292,CTC23
980,TRD2023010705872,4727892300009465,1,Rintis,28155,Kota Baru,28114,CTC23
981,TRD2023010705883,4727892300009564,1,Rintis,28155,Muara Fajar,28267,CTC23
982,TRD2023010705886,4727892300009424,1,Rintis,28155,Harjosari,28122,CTC23
983,TRD2023010906738,0434532300009188,1,A M P L A S,20148,Deli Tua,20144,CTC23
984,TRD2023010906885,0434532300010392,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
985,TRD2023010906985,0434532300011101,1,A M P L A S,20148,Gaharu,20235,CTC23
986,TRD2023011105023,0434532300012612,1,A M P L A S,20148,Amplas,20229,CTC23
987,TRD2023011105174,0930842300012838,1,Sukodadi,30154,Sukodadi,30154,CTC23
988,TRD2023011105361,4727892300013269,1,Rintis,28155,Sungai Sibam,28292,CTC23
989,TRD2023011203860,0434532300014188,1,A M P L A S,20148,Besar,20251,CTC23
990,TRD2023011203916,0434532300014352,1,A M P L A S,20148,Besar,20251,CTC23
991,TRD2023011204088,0930842300013869,1,Sukodadi,30154,16 Ulu,30117,CTC23
992,TRD2023011204241,4727892300014747,1,Rintis,28155,Harjosari,28122,CTC23
993,TRD2023011204253,4727892300014887,1,Rintis,28155,Muara Fajar,28267,CTC23
994,TRD2023011303590,0434532300016696,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
995,TRD2023011303632,0930842300014941,1,Sukodadi,30154,Talang Semut,30136,CTC23
996,TRD2023011303648,0930842300015070,1,Sukodadi,30154,5 Ulu,30267,CTC23
997,TRD2023011303694,0930842300015310,1,Sukodadi,30154,19 Ilir,30132,CTC23
998,TRD2023011304375,4727892300016510,1,Rintis,28155,Kota Baru,28114,CTC23
999,TRD2023011304446,4727892300016486,1,Rintis,28155,Sungai Sibam,28292,CTC23
1000,TRD2023011403956,0434532300017181,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1001,TRD2023011403966,0434532300017314,1,A M P L A S,20148,Amplas,20229,CTC23
1002,TRD2023011605704,0434532300018759,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1003,TRD2023011606099,0434532300020557,1,A M P L A S,20148,Belawan Bahari,20414,CTC23
1004,TRD2023011611528,0136932300033454,1,Grogol,11450,Kapuk,14470,CTC23
1005,TRD2023011703356,0434532300020912,1,A M P L A S,20148,Amplas,20229,CTC23
1006,TRD2023011703808,0532932300019099,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
1007,TRD2023011703825,0532932300018745,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
1008,TRD2023011803634,0434532300022140,1,A M P L A S,20148,Belawan Bahari,20414,CTC23
1009,TRD2023011903985,0434532300022801,1,A M P L A S,20148,Deli Tua,20144,CTC23
1010,TRD2023011904016,0434532300023437,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1011,TRD2023011904036,0434532300023510,1,A M P L A S,20148,Deli Tua,20144,CTC23
1012,TRD2023012003195,0434532300023833,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1013,TRD2023012003223,0434532300024377,1,A M P L A S,20148,Gaharu,20235,CTC23
1014,TRD2023012003232,0434532300024328,1,A M P L A S,20148,Deli Tua,20144,CTC23
1015,TRD2023012103892,0434532300025002,1,A M P L A S,20148,Gaharu,20235,CTC23
1016,TRD2023012103895,0434532300025119,1,A M P L A S,20148,Deli Tua,20144,CTC23
1017,TRD2023012304392,0434532300025853,1,A M P L A S,20148,Amplas,20229,CTC23
1018,TRD2023012304409,0434532300025861,1,A M P L A S,20148,Deli Tua,20144,CTC23
1019,TRD2023012304851,0532932300024099,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
1020,TRD2023012304939,0434532300027271,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1021,TRD2023012306387,4727892300020199,1,Rintis,28155,Tengkerang Timur,28131,CTC23
1022,TRD2023012306391,4727892300020249,1,Rintis,28155,Kota Baru,28114,CTC23
1023,TRD2023012404532,0930842300019619,1,Sukodadi,30154,5 Ulu,30267,CTC23
1024,TRD2023012405525,0434532300027974,1,A M P L A S,20148,Amplas,20229,CTC23
1025,TRD2023012503796,0434532300029038,1,A M P L A S,20148,Belawan Bahari,20414,CTC23
1026,TRD2023012503809,0434532300028832,1,A M P L A S,20148,Gaharu,20235,CTC23
1027,TRD2023012503876,0930842300020823,1,Sukodadi,30154,Talang Semut,30136,CTC23
1028,TRD2023012504013,0930842300021037,1,Sukodadi,30154,5 Ulu,30267,CTC23
1029,TRD2023012703419,0434532300031182,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1030,TRD2023012703623,4727892300022591,1,Rintis,28155,Kota Baru,28114,CTC23
1031,TRD2023012703778,0532932300027829,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
1032,TRD2023012803162,0434532300032016,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1033,TRD2023012803215,0434532300032362,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1034,TRD2023012803217,0434532300032461,1,A M P L A S,20148,Amplas,20229,CTC23
1035,TRD2023012803438,4727892300023227,1,Rintis,28155,Kota Baru,28114,CTC23
1036,TRD2023013006439,0434532300032974,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1037,TRD2023013104158,0434532300034764,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1038,TRD2023013104651,4727892300024688,1,Rintis,28155,Pesisir,28144,CTC23
1039,TRD2023020203684,0434532300036108,1,A M P L A S,20148,Deli Tua,20144,CTC23
1040,TRD2023020203844,4727892300025792,1,Rintis,28155,Muara Fajar,28267,CTC23
1041,TRD2023020203979,0434532300036843,1,A M P L A S,20148,Amplas,20229,CTC23
1042,TRD2023020204009,0434532300037080,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1043,TRD2023020204228,4727892300026691,1,Rintis,28155,Muara Fajar,28267,CTC23
1044,TRD2023020303716,0434532300037767,1,A M P L A S,20148,Gaharu,20235,CTC23
1045,TRD2023020303836,4727892300027251,1,Rintis,28155,Tanah Merah,28284,CTC23
1046,TRD2023020303952,0532932300033975,1,Kerobokan Kelod,80117,Pemecutan,80232,CTC23
1047,TRD2023020403498,4727892300028499,1,Rintis,28155,Sungai Sibam,28292,CTC23
1048,TRD2023020606207,0434532300041249,1,A M P L A S,20148,Besar,20251,CTC23
1049,TRD2023020606254,0930842300028362,1,Sukodadi,30154,Sukodadi,30154,CTC23
1050,TRD2023020606316,0930842300028883,1,Sukodadi,30154,Talang Semut,30136,CTC23
1051,TRD2023020606663,4727892300030719,1,Rintis,28155,Tanah Merah,28284,CTC23
1052,TRD2023020703876,0434532300041736,1,A M P L A S,20148,Gaharu,20235,CTC23
1053,TRD2023020703878,0434532300041603,1,A M P L A S,20148,Belawan Bahari,20414,CTC23
1054,TRD2023020704131,4727892300031212,1,Rintis,28155,Tanah Merah,28284,CTC23
1055,TRD2023020808697,0434532300043393,1,A M P L A S,20148,Amplas,20229,CTC23
1056,TRD2023020903255,0434532300043831,1,A M P L A S,20148,Deli Tua,20144,CTC23
1057,TRD2023020903277,0434532300044458,1,A M P L A S,20148,Deli Tua,20144,CTC23
1058,TRD2023021003069,0434532300044615,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1059,TRD2023021003265,0532932300040038,1,Padangsambian Klod/Kelod,80117,Dangin Puri,80232,CTC23
1060,TRD2023021005430,0733272300188173,1,Sumur Batu,17148,Kayuringin Jaya,17144,CTC23
1061,TRD2023021103340,0434532300045448,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1062,TRD2023021103490,0733272300189445,1,Sumur Batu,17148,Harapan Mulya,17117,CTC23
1063,TRD2023021304906,0434532300047055,1,A M P L A S,20148,Kenangan,20371,CTC23
1064,TRD2023021304914,0434532300046859,1,A M P L A S,20148,Sei Kerah Hilir I,20233,CTC23
1065,TRD2023021304919,0434532300046537,1,A M P L A S,20148,Sei Kerah Hilir I,20233,CTC23
1066,TRD2023021305057,0434532300047337,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1067,TRD2023021306163,0532932300042257,1,Padangsambian Klod/Kelod,80117,Dangin Puri,80232,CTC23
1068,TRD2023021404844,0532932300043297,1,Padangsambian Klod/Kelod,80117,Dangin Puri,80232,CTC23
1069,TRD2023021405229,0434532300048210,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1070,TRD2023021503645,0434532300048624,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1071,TRD2023021503973,0532932300044063,1,Padangsambian Klod/Kelod,80117,Dangin Puri,80232,CTC23
1072,TRD2023021503974,0532932300044048,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1073,TRD2023021504998,0733272300204806,1,Sumur Batu,17148,Sumber Jaya,17510,CTC23
1074,TRD2023021603375,0434532300049697,1,A M P L A S,20148,Kenangan,20371,CTC23
1075,TRD2023021702834,0434532300049986,1,A M P L A S,20148,Kota Matsum I,20215,CTC23
1076,TRD2023021702839,0434532300050257,1,A M P L A S,20148,Kenangan,20371,CTC23
1077,TRD2023021702844,0434532300050091,1,A M P L A S,20148,Baru (Desa Baru),20353,CTC23
1078,TRD2023021703587,0434532300050281,1,A M P L A S,20148,Amplas,20229,CTC23
1079,TRD2023021703588,0434532300050380,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1080,TRD2023021703594,0434532300050331,1,A M P L A S,20148,Binjai,20228,CTC23
1081,TRD2023022008690,0434532300050828,1,A M P L A S,20148,Durian,20235,CTC23
1082,TRD2023022008713,0434532300050802,1,A M P L A S,20148,Kenangan,20371,CTC23
1083,TRD2023022008973,0434532300051479,1,A M P L A S,20148,Amplas,20229,CTC23
1084,TRD2023022103895,0434532300051776,1,A M P L A S,20148,Kenangan,20371,CTC23
1085,TRD2023022104100,4727892300038977,1,Padang Terubuk,28155,Muara Fajar,28267,CTC23
1086,TRD2023022204031,0434532300052592,1,A M P L A S,20148,Kenangan,20371,CTC23
1087,TRD2023022204204,0434532300052857,1,A M P L A S,20148,Kota Matsum I,20215,CTC23
1088,TRD2023022304907,0434532300053319,1,A M P L A S,20148,Amplas,20229,CTC23
1089,TRD2023022304917,0434532300053137,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1090,TRD2023022404581,0434532300053822,1,A M P L A S,20148,Sei Kerah Hilir I,20233,CTC23
1091,TRD2023022405258,0532932300050276,1,Padangsambian Klod/Kelod,80117,Dangin Puri,80232,CTC23
1092,TRD2023022405317,4727892300041203,1,Padang Terubuk,28155,Labuh Baru Timur,28292,CTC23
1093,TRD2023022504052,0434532300054697,1,A M P L A S,20148,Amplas,20229,CTC23
1094,TRD2023022504057,0434532300054739,1,A M P L A S,20148,Amplas,20229,CTC23
1095,TRD2023022504064,0434532300054622,1,A M P L A S,20148,Amplas,20229,CTC23
1096,TRD2023022504079,0434532300054887,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1097,TRD2023022504209,4727892300041450,1,Padang Terubuk,28155,Suka Maju,28131,CTC23
1098,TRD2023022504217,4727892300041344,1,Padang Terubuk,28155,Kampung Bandar,28153,CTC23
1099,TRD2023022504220,4727892300041419,1,Padang Terubuk,28155,Labuh Baru Timur,28292,CTC23
1100,TRD2023022504294,0532932300051787,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1101,TRD2023022706744,0434532300055991,1,A M P L A S,20148,Durian,20235,CTC23
1102,TRD2023022707423,0434532300056635,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1103,TRD2023022804879,0434532300057005,1,A M P L A S,20148,Sei Kerah Hilir I,20233,CTC23
1104,TRD2023030104218,0434532300058169,1,A M P L A S,20148,Amplas,20229,CTC23
1105,TRD2023030104605,0532932300055317,1,Padangsambian Klod/Kelod,80117,Sanur Kauh,80227,CTC23
1106,TRD2023030105612,0532932300055580,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1107,TRD2023030204769,0434532300058805,1,A M P L A S,20148,Kenangan,20371,CTC23
1108,TRD2023030204775,0434532300059027,1,A M P L A S,20148,Kota Matsum I,20215,CTC23
1109,TRD2023030204794,0434532300059159,1,A M P L A S,20148,Baru (Desa Baru),20353,CTC23
1110,TRD2023030205347,0434532300059548,1,A M P L A S,20148,Kenangan,20371,CTC23
1111,TRD2023030207367,0733272300283719,1,Sumur Batu,17148,Sumber Jaya,17510,CTC23
1112,TRD2023030305238,1128832300000206,1,Pengambangan,70237,Benua Anyar,70239,CTC23
1113,TRD2023030305361,0434532300060108,1,A M P L A S,20148,Kenangan,20371,CTC23
1114,TRD2023030305377,0434532300059969,1,A M P L A S,20148,Deli Tua Barat,20355,CTC23
1115,TRD2023030305421,0434532300060504,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1116,TRD2023030305424,0434532300060520,1,A M P L A S,20148,Baru (Desa Baru),20353,CTC23
1117,TRD2023030305443,0434532300060488,1,A M P L A S,20148,Besar,20251,CTC23
1118,TRD2023030305483,0434532300061007,1,A M P L A S,20148,Kenangan,20371,CTC23
1119,TRD2023030305735,4727892300046228,1,Padang Terubuk,28155,Labuh Baru Timur,28292,CTC23
1120,TRD2023030305757,4727892300046368,1,Padang Terubuk,28155,Muara Fajar,28267,CTC23
1121,TRD2023030305901,0532932300057024,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1122,TRD2023030404968,0434532300061056,1,A M P L A S,20148,Kenangan,20371,CTC23
1123,TRD2023030405012,0434532300061510,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1124,TRD2023030405028,0434532300061635,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1125,TRD2023030405039,0434532300061726,1,A M P L A S,20148,Perpanden,20354,CTC23
1126,TRD2023030405295,0532932300058675,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1127,TRD2023030405601,4727892300047515,1,Padang Terubuk,28155,Muara Fajar,28267,CTC23
1128,TRD2023030608267,0434532300062211,1,A M P L A S,20148,Deli Tua Barat,20355,CTC23
1129,TRD2023030608466,0434532300062930,1,A M P L A S,20148,Durian,20235,CTC23
1130,TRD2023030608496,0434532300063003,1,A M P L A S,20148,Binjai,20228,CTC23
1131,TRD2023030608500,0434532300063300,1,A M P L A S,20148,Binjai,20228,CTC23
1132,TRD2023030609143,4727892300048406,1,Padang Terubuk,28155,Muara Fajar,28267,CTC23
1133,TRD2023030705769,4727892300048802,1,Padang Terubuk,28155,Labuh Baru Timur,28292,CTC23
1134,TRD2023030705782,4727892300049396,1,Padang Terubuk,28155,Kota Baru,28114,CTC23
1135,TRD2023030805165,1128832300000537,1,Pengambangan,70237,Benua Anyar,70239,CTC23
1136,TRD2023030805229,0434532300065164,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1137,TRD2023030805687,0434532300065370,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1138,TRD2023030905248,1128832300000578,1,Pengambangan,70237,Alalak Tengah,70126,CTC23
1139,TRD2023030907428,0434532300066071,1,A M P L A S,20148,Kenangan,20371,CTC23
1140,TRD2023030907437,0434532300066196,1,A M P L A S,20148,Kota Matsum I,20215,CTC23
1141,TRD2023030907472,0434532300065974,1,A M P L A S,20148,Amplas,20229,CTC23
1142,TRD2023030907695,0434532300066329,1,A M P L A S,20148,Binjai,20228,CTC23
1143,TRD2023030907711,0434532300066451,1,A M P L A S,20148,Asam Kumbang,20133,CTC23
1144,TRD2023030907744,0532932300063345,1,Padangsambian Klod/Kelod,80117,Dangin Puri,80232,CTC23
1145,TRD2023030908023,4727892300051020,1,Padang Terubuk,28155,Harjosari,28122,CTC23
1146,TRD2023031006324,0434532300066717,1,A M P L A S,20148,Kenangan,20371,CTC23
1147,TRD2023031006328,0434532300066766,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1148,TRD2023031006373,0434532300066873,1,A M P L A S,20148,Besar,20251,CTC23
1149,TRD2023031006380,0434532300067087,1,A M P L A S,20148,Besar,20251,CTC23
1150,TRD2023031006390,0434532300067103,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1151,TRD2023031006678,0532932300064111,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1152,TRD2023031105267,3827652300000323,1,Kairagi Weru,95129,Ranotana,95116,CTC23
1153,TRD2023031309373,1128832300001832,1,Pengambangan,70237,Alalak Tengah,70126,CTC23
1154,TRD2023031309463,3827652300000703,1,Kairagi Weru,95129,Meras,95231,CTC23
1155,TRD2023031309472,3827652300000851,1,Kairagi Weru,95129,Meras,95231,CTC23
1156,TRD2023031309483,3827652300000836,1,Kairagi Weru,95129,Sindulang Dua,95239,CTC23
1157,TRD2023031309492,0434532300068390,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1158,TRD2023031309498,0434532300068358,1,A M P L A S,20148,Amplas,20229,CTC23
1159,TRD2023031309573,0434532300069257,1,A M P L A S,20148,Kemenangan Tani,20136,CTC23
1160,TRD2023031309764,4727892300052937,1,Padang Terubuk,28155,Pesisir,28144,CTC23
1161,TRD2023031310443,0532932300066918,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1162,TRD2023031405019,3827652300001057,1,Kairagi Weru,95129,Aertembaga Satu (I),95526,CTC23
1163,TRD2023031405021,3827652300001156,1,Kairagi Weru,95129,Banjer,95125,CTC23
1164,TRD2023031405380,0434532300070222,1,A M P L A S,20148,Kenangan,20371,CTC23
1165,TRD2023031405799,1128832300002228,1,Pengambangan,70237,Alalak Tengah,70126,CTC23
1166,TRD2023031512001,0434532300070537,1,A M P L A S,20148,Patumbak Satu,20361,CTC23
1167,TRD2023031512016,0434532300070792,1,A M P L A S,20148,Kenangan,20371,CTC23
1168,TRD2023031512848,1629212300000619,1,Sei/Sungai Jawi Luar,78113,Bangka Belitung Laut,78124,CTC23
1169,TRD2023031513682,0532932300069011,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1170,TRD2023031605688,0434532300071485,1,A M P L A S,20148,Besar,20251,CTC23
1171,TRD2023032010645,0733272300351490,1,Sumur Batu,17148,Sumber Jaya,17510,CTC23
1172,TRD2023032305957,0532932300072601,1,Padangsambian Klod/Kelod,80117,Dauh Puri Kauh,80113,CTC23
1173,TRD2023032406128,0733272300358503,1,Sumur Batu,17148,Harapanmulya,17143,CTC23
1174,TRD2023032407307,0733272300358933,1,Sumur Batu,17148,Jatikarya,17435,CTC23
1175,TRD2022100701773,0834012200027461,1,Ciparigi,16157,Cilebut Barat,16710,CTC23
1176,TRD2023021103386,0930842300032547,1,Alang-Alang Lebar,30154,19 Ilir,30132,CTC23
1177,TRD2023021305161,0930842300034055,1,Alang-Alang Lebar,30154,2 Ulu,30257,CTC23
1178,TRD2023021703605,0930842300036142,1,Alang-Alang Lebar,30154,36 Ilir,30147,CTC23
1179,TRD2023022008904,0930842300036829,1,Alang-Alang Lebar,30154,2 Ulu,30257,CTC23
1180,TRD2023022009080,0930842300037249,1,Alang-Alang Lebar,30154,2 Ulu,30257,CTC23
1181,TRD2023022204103,0930842300038577,1,Alang-Alang Lebar,30154,8 Ilir,30114,CTC23
1182,TRD2023022404660,0930842300039419,1,Alang-Alang Lebar,30154,Alang-Alang Lebar,30154,CTC23
